Guid,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,Website,Industry,AnnualRevenue,NumberOfEmployees,Description,Jigsaw,AccountSource,SicDesc,SBQQ__AssetQuantitiesCombined__c,SBQQ__CoTermedContractsCombined__c,SBQQ__ContractCoTermination__c,SBQQ__DefaultOpportunity__c,SBQQ__IgnoreParentContractedPrices__c,SBQQ__PreserveBundle__c,SBQQ__PriceHoldEnd__c,SBQQ__RenewalModel__c,SBQQ__RenewalPricingMethod__c,SBQQ__TaxExempt__c,SBQQ__CoTerminationEvent__c,test_picklist_780__c,TestPVS__c
6fc8d3a8-a24f-4b0e-8e56-a7741151ca00,Account_zGrzm,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0354867749,#N/A,czhaq.salesforce.com,Banking,#N/A,3,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
6fdf8e66-ff7a-4049-a7c5-24dbd12b95b7,Account_QDwzI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0035436855,#N/A,yfazr.salesforce.com,Banking,#N/A,820,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
6fe31ed1-aa3f-4218-a8e2-6779504f6889,Account_wpKAv,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1621821161,#N/A,ulhtr.salesforce.com,Banking,#N/A,346,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
7068423e-11f5-4f8f-a672-07f08750e5e5,Account_NjeUw,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9881323746,#N/A,cwnai.salesforce.com,Banking,#N/A,623,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
7091f3ae-aded-4a48-85a0-fab902171cc3,Account_lAgYy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7791876931,#N/A,xcdma.salesforce.com,Banking,#N/A,689,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
709b9870-0da3-4451-ad0d-d19e8956283e,123,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
70dcf720-87e9-4442-83ec-0f4993aec060,Account_iVeJB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9559485142,#N/A,clmwi.salesforce.com,Banking,#N/A,201,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
70ec47c7-eb93-4564-8d57-5635598b42b1,Account_tYilI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1860818448,#N/A,iqkua.salesforce.com,Banking,#N/A,792,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
7113303c-6cfa-47a6-a57b-32db7e8dafb4,Account_GHfbK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0929654539,#N/A,dqrbz.salesforce.com,Banking,#N/A,37,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
7116f07b-6d06-41c7-b787-ebdeabe88b36,Account_ZHzoE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1794930334,#N/A,omzal.salesforce.com,Banking,#N/A,482,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
71304000-4d47-4055-884c-8a0f8f40847f,Account_bgxSk,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6756091936,#N/A,ndyga.salesforce.com,Banking,#N/A,42,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
71411ab7-0ced-4e50-ae09-ceec727f01b1,Account_MCHAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1707730341,#N/A,sygde.salesforce.com,Banking,#N/A,178,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
7149e7a2-4c96-4591-8817-5382c7870c1d,Account_JPSpS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8772217015,#N/A,zygyj.salesforce.com,Banking,#N/A,580,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
715a52fa-3401-4d49-b6e7-0453ebec6c6c,Account_UxbkP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0899915488,#N/A,vntxg.salesforce.com,Banking,#N/A,405,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
7163b3f3-971c-47db-98ea-9a9e729364ec,VD1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
7167cfde-8344-441a-92f5-93fd6675b193,Account_lwhEn,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0828876219,#N/A,wyfqn.salesforce.com,Banking,#N/A,693,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
7179a9ba-c96a-46e5-b31c-053985cc7850,Account_yMWof,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6241815877,#N/A,qrclu.salesforce.com,Banking,#N/A,688,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
72145761-07ac-401a-9504-2cd91bf5cdaf,Account_lKwHb,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2215595883,#N/A,dchxu.salesforce.com,Banking,#N/A,265,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
7221fdd3-ddbc-48c3-8b1c-165ed93ce736,Account_CjNrX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8482331068,#N/A,zmqnd.salesforce.com,Banking,#N/A,56,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
723b95ed-9aba-4294-a657-9ef09badd815,Account_loALh,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7959777092,#N/A,gzjdi.salesforce.com,Banking,#N/A,86,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
7257cc3f-3f70-436f-8a16-35a34c920ace,Acme,Prospect,#N/A,10 Main Rd.,New York,NY,31349,USA,#N/A,#N/A,#N/A,10 Main Rd.,New York,NY,31349,USA,#N/A,#N/A,#N/A,(212) 555-5555,(212) 555-5555,#N/A,Manufacturing,1.0E8,680,#N/A,#N/A,#N/A,#N/A,false,false,#N/A,#N/A,false,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72ac5b00-3498-4c3e-ae5b-dffdfee9560f,vc_test_EDITED,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
72b19771-5024-4d5c-8772-768c640e4a4f,Account_RwmdF,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9319881926,#N/A,silsb.salesforce.com,Banking,#N/A,18,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
72be8528-a1a6-474d-92da-0ab1ad475612,Account_PNTaa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0476369355,#N/A,glmlq.salesforce.com,Banking,#N/A,95,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
72c23380-c5b5-47c6-8c1f-c26589d1fffa,Account_lwhEn,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0828876219,#N/A,wyfqn.salesforce.com,Banking,#N/A,693,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
72d714ec-f8ff-4e6c-aed9-0e7864423abc,Account_tYilI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1860818448,#N/A,iqkua.salesforce.com,Banking,#N/A,792,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
72dc8b80-4709-494e-9ec8-6514a75d7c23,Account_IfXBj,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9841376646,#N/A,kwwpf.salesforce.com,Banking,#N/A,220,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
7324787a-792f-4671-9b71-0e4386a8b70b,Account_aoPlo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8494671493,#N/A,bvoph.salesforce.com,Banking,#N/A,459,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
732ff727-d9bb-4192-867f-6bf143868a99,123,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
7389ffe9-c845-4288-b982-09a794fe2d8a,Account_CzETH,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9619554453,#N/A,bqaig.salesforce.com,Banking,#N/A,511,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
73ab3a56-3105-4878-bd2d-84fae34081c5,Account_KKKQG,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6646421438,#N/A,ioseq.salesforce.com,Banking,#N/A,361,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
73baa699-d001-4a6f-b2da-1619606a7f86,Account_IIckg,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8520076750,#N/A,zvyxo.salesforce.com,Banking,#N/A,581,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
73e47449-79d1-421f-9664-98124c333342,Account_Tevej,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1949812493,#N/A,xontx.salesforce.com,Banking,#N/A,886,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
73ec2fee-80ed-4bbe-aa9d-25b729cd4b3c,Account_xUiYx,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7930384375,#N/A,bvoxs.salesforce.com,Banking,#N/A,921,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
74de8646-e321-4b16-8e5e-c021d540d49b,Account_loALh,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7959777092,#N/A,gzjdi.salesforce.com,Banking,#N/A,86,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
74f32342-93f9-446e-a0f0-e26e8964e7c2,Account_QFxFJ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3485654509,#N/A,aelix.salesforce.com,Banking,#N/A,239,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
7534ec29-3aec-42ce-a274-002555d43502,Account_wpKAv,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1621821161,#N/A,ulhtr.salesforce.com,Banking,#N/A,346,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
754d8b69-d5f6-4475-85dd-9cadb197599c,Account_iVeJB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9559485142,#N/A,clmwi.salesforce.com,Banking,#N/A,201,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
755b096e-b34b-4049-b888-a2787192ea51,Account_XzHyk,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9634578475,#N/A,tfycs.salesforce.com,Banking,#N/A,283,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
756f143b-bdc1-429e-bd57-f6007b5b83ad,Account_MReky,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5939857746,#N/A,gxhgh.salesforce.com,Banking,#N/A,348,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
757a9ed0-e1e3-454e-83fa-95f282aaa930,New1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
75cb28b8-337d-45d3-bbac-c0cd667ce604,Account_Yrtgc,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2137683799,#N/A,rfznu.salesforce.com,Banking,#N/A,834,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
75df5bd1-56b6-49e8-b168-1b2e49a46564,Account_FlqAK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1852989902,#N/A,ngiff.salesforce.com,Banking,#N/A,996,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
75e1c46c-602f-4e14-b7d4-90ca6f6ecf22,meow,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
75fed962-73a1-4b23-8980-074849fc1baf,Account_YVsUf,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6986176676,#N/A,pqmsu.salesforce.com,Banking,#N/A,609,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
760a0057-5423-423a-b356-04a77f1c1a30,Account_CqmTu,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9618215737,#N/A,fytsm.salesforce.com,Banking,#N/A,473,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
761ff68e-b430-432e-aaa8-0112afcea9c4,Account_Svfls,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2618266238,#N/A,cylcj.salesforce.com,Banking,#N/A,634,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
76278422-b6e8-4acf-a505-d41718ad73e5,Account_lwhEn,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0828876219,#N/A,wyfqn.salesforce.com,Banking,#N/A,693,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
76406f43-3e6e-4e3d-b9be-392e312c5dad,Account_mYyvV,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8506025370,#N/A,thozy.salesforce.com,Banking,#N/A,779,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
764b42be-0fd0-4f52-b1ed-58490037ae86,Account_CqmTu,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9618215737,#N/A,fytsm.salesforce.com,Banking,#N/A,473,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
76534330-cec6-40d3-bb8e-0ce4e5839ac0,Account_CltML,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6904638617,#N/A,vrhnb.salesforce.com,Banking,#N/A,575,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
7667250d-4086-45c5-b249-5f7a0a81a72c,Account_MReky,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5939857746,#N/A,gxhgh.salesforce.com,Banking,#N/A,348,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
766d53a8-9c81-4a42-95e7-8ea5039a6b4b,Account_nkjPP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2901993357,#N/A,qtkqy.salesforce.com,Banking,#N/A,951,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
76886bd5-4735-4912-85ca-ccfce5354f93,Account_xOKoT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6318863431,#N/A,nulzg.salesforce.com,Banking,#N/A,26,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
769e3aa7-ab22-4064-9cfe-939214a414ad,MYacc,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
76bd8a2d-a75c-4786-865b-2b06cea18d4d,Account_fmTxy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7313777413,#N/A,qasdg.salesforce.com,Banking,#N/A,775,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
76d38590-d395-460a-b4ad-7aa2ff453b93,Account_QFxFJ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3485654509,#N/A,aelix.salesforce.com,Banking,#N/A,239,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
76d9145a-3436-4299-a139-a47b56aa0693,Account_BKHoS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7847040908,#N/A,inmke.salesforce.com,Banking,#N/A,820,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
76e8f4ee-fe70-49ee-bb9c-0077903b8a3b,Account_gHuEL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6871120999,#N/A,dxdfo.salesforce.com,Banking,#N/A,701,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
77528457-3ff0-47f6-9618-6b11e0d9c9a4,Account_owAtf,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9374238180,#N/A,pspod.salesforce.com,Banking,#N/A,827,#N/A,#N/A,#N/A,#N/A,false,false,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A
